0078a29d-7ef3-4425-9b07-fafa3925af1e,52.564594,13.335623,berlin
01abf2e9-84e2-4328-936f-9958c7c733a8,52.445174,13.291825,berlin
0a70f16c-0b9e-4083-973e-01173c8839e5,50.12519,8.709553,frankfurt
0ea9ba22-ae3b-495e-8fc7-20c286bf527a,52.456841,13.426262,berlin
163f01c1-13be-42c2-b9ac-2c2764ea9779,52.527434,13.210224,berlin
19a36bac-ea1e-42b2-b7cd-c9f0fa8d0bd1,48.11079725,11.71430291,muenchen
1b75ed80-2574-4156-aab9-5efb7d29e503,48.166116,11.590793,muenchen
298ab794-5244-4a5f-8dbe-74c810c4c301,48.171821,11.507127,muenchen
2d356d6c-f4d2-4021-8d49-2afae0abde1f,52.481391,13.385317,berlin
335670ce-e425-44f1-b9d5-17e0c1404b12,52.49016087,13.5756174,berlin
33abf29f-9c16-4abf-a1b2-409476b42f97,52.492719,13.390687,berlin
34ad8aa4-f447-4e08-be64-3142eb7629dd,48.123386,11.620232,muenchen
38313b7f-d78d-4d61-9c57-dfd5765f7952,52.414372,13.402286,berlin
417b06c4-5041-4e85-9227-8c9694ca9fb9,48.152336,11.514247,muenchen
43d61d80-bf9f-4dd6-80e5-4cc58702c9fc,52.59653,13.346873,berlin
43e9d300-e535-411a-842f-5d12af2956ad,48.160327,11.620817,muenchen
4a553a31-2fe9-4e7b-89bd-dde4b04189cf,50.084249,8.513784,frankfurt
4d5b1403-3877-431d-b6ea-9cc4a58b63b6,50.114153,8.720939,frankfurt
4db605a7-860f-4760-b3ac-1532fef7a901,52.460752,13.275345,berlin
5c5a87c7-bc04-41b4-8b81-733a9ab2db96,52.425434,13.474281,berlin
5ffe1e13-ef40-4695-aeb2-4612d58fac17,52.514924,13.185008,berlin
65895c45-aa18-4e03-8b25-daa50a27054f,50.083554,8.588408,frankfurt
6a3e48bd-3ede-4c5b-979e-5c896bb61757,50.11256,8.537089,frankfurt
6a7fe9a1-e30d-422e-a6a9-00bea6621c6f,50.115649,8.612444,frankfurt
6c2ff229-2e9a-47da-8394-8bff5ab91875,48.162809,11.624476,muenchen
7cb7ee38-945d-48df-89be-eb9a20fdcc52,50.098461,8.669128,frankfurt
86c5d496-140d-4920-a085-721f4b9697fb,52.432253,13.33814,berlin
8c567a74-94e7-49d6-98c0-fe471caa18e1,50.114507,8.617154,frankfurt
934fc007-1f0a-418f-9169-84cd1c6104da,52.542891,13.469289,berlin
94c26d1f-8e14-4ca2-89ac-2fb6b3eea541,48.114957,11.533234,muenchen
990ccdb9-db59-460b-9326-0a532a623f44,52.490066,13.34559,berlin
9cefccf4-41dd-4e64-ac71-ee054dd66cfe,50.057668,8.587069,frankfurt
a0ada894-e0ea-4088-a8cc-cf36c403abdc,50.131863,8.61984,frankfurt
a2f96cc4-b858-463d-bd93-b3056e81fcaa,52.622566,13.312269,berlin
a9e8fcc3-ba9d-4981-a7df-2b11f091fad8,52.435687,13.266519,berlin
b274766d-4551-4348-9ab7-ffce58ee469c,48.114836,11.480826,muenchen
b457a782-e3d4-4513-a258-c4d3e199d79a,48.134186,11.523489,muenchen
bd3536ff-83ee-4055-a5e8-0dc891dc2ea6,52.448913,13.384674,berlin
be9e82a0-b2f1-45c0-80b9-699bde1b4d30,52.387691,13.40843,berlin
c1bf4b72-fa05-42b1-b983-c16aa7108d6a,52.436652,13.695944,berlin
c3ae6195-a222-4eec-b017-e53620af6b0d,50.101629,8.626551,frankfurt
c63778f4-9194-470d-be85-d5798acf5a2f,52.486417,13.331537,berlin
c76fa28b-4819-4319-9065-b6e696b316f2,48.137168,11.621395,muenchen
cbbd65ed-bc19-406c-9897-fb351ba05a47,48.130042,11.589152,muenchen
cebbe420-bcf3-4db8-9099-c52b783e2158,52.549044,13.17897,berlin
d9babca4-6d00-4d08-81ca-421a3329b83a,48.117461,11.478291,muenchen
ddc143a0-49b2-40a9-a6de-29c009a6c1c1,52.494197,13.284873,berlin
ea48ea88-561e-4b5a-87e5-9402768b367e,52.519708,13.341412,berlin
ea59b523-4e33-490d-ae24-32c88508dab9,52.487908,13.4264,berlin
f0686712-bcfb-40c8-a2eb-9fbb48a24aa3,48.148871,11.455071,muenchen
